5033=Brazilian SOMA|5034=965|5035=201|5026=1|
5033=Spanish Stock Exchange Level 1 Plus (Best Bid and Ask Prices)|5034=966|5035=201|5026=1|
5033=Vienna Derivatives Market Level 1|5034=967|5035=201|5026=1|
5033=Vienna Cash Market Level 1|5034=968|5035=201|5026=1|
5033=ICAP: Fixed Income (excl US Treasuries)|5034=969|5035=201|5026=1|
5033=GTIS Energy Prices|5034=970|5035=201|5026=1|
5033=Tokyo Stock Exchange End of Day|5034=971|5035=201|5026=1|
5033=London Stock Exchange Covered Warrants Level 1|5034=972|5035=201|5026=1|
5033=Hanover Commodities Exchange|5034=973|5035=201|5026=1|
5033=Inactive Exchange starting Jan 3, 2007; was GFI - Repos|5034=974|5035=201|5026=1|
5033=Stuttgart Equities, Bonds and Indices Exchange|5034=975|5035=201|5026=1|
5033=German Stock Exchange Indices and ETFs|5034=976|5035=201|5026=1|
5033=Irish Stock Exchange Indices|5034=977|5035=201|5026=1|
5033=Newex Stocks Eastern Europe Stocks|5034=978|5035=201|5026=1|
5033=European Energy Exchange|5034=979|5035=201|5026=1|
5033=Newex Indices|5034=980|5035=201|5026=1|
5033=Sao Paulo Stock Exchange (BOVESPA)|5034=981|5035=201|5026=1|
5033=Santiago Stock Exchange (Chile)|5034=982|5035=201|5026=1|
5033=Caracas Stock Exchange Regular Term and Counted (SIF sourced)|5034=983|5035=201|5026=1|
5033=Mexico Stock Exchange|5034=984|5035=201|5026=1|
5033=Spanish Funds (Fondos FIM, FIAMM & Tesoros)|5034=985|5035=201|5026=1|
5033=Spanish Fixed Income (AIAF)|5034=986|5035=201|5026=1|
5033=United Arab Emirates Dirham|5034=10504|5035=262|5026=1|
5033=Afghanistan Afghani|5034=10601|5035=262|5026=1|
5033=Albanian Lek|5034=11414|5035=262|5026=1|
5033=Netherlands Antilles Guilder|5034=11607|5035=262|5026=1|
5033=Angola Kwanza|5034=11716|5035=262|5026=1|
5033=Argentine Peso|5034=12223|5035=262|5026=1|
5033=Austrian Schilling|5034=12423|5035=262|5026=1|
5033=Australian Dollar|5034=12504|5035=262|5026=1|
5033=Aruba Guilder|5034=12707|5035=262|5026=1|
5033=Barbados Dollar|5034=20204|5035=262|5026=1|
5033=Bangladesh Taka|5034=20424|5035=262|5026=1|
5033=Belgian Franc|5034=20503|5035=262|5026=1|
5033=Bulgaria Lev|5034=20716|5035=262|5026=1|
5033=Bahraini Dinar|5034=21004|5035=262|5026=1|
5033=Burundi Franc|5034=21106|5035=262|5026=1|
5033=Bermudan Dollar|5034=21504|5035=262|5026=1|
5033=Brunei Dollar|5034=21604|5035=262|5026=1|
5033=Bolivian Boliviano|5034=21702|5035=262|5026=1|
5033=Brazilian Real|5034=22214|5035=262|5026=1|
5033=Bahamas Dollar|5034=22304|5035=262|5026=1|
5033=Bhutan Ngultrum|5034=22416|5035=262|5026=1|
5033=Botswana Pula|5034=22720|5035=262|5026=1|
5033=Belize Dollar|5034=23204|5035=262|5026=1|
5033=Canadian Dollar|5034=30104|5035=262|5026=1|
5033=Swiss Franc|5034=31006|5035=262|5026=1|
5033=Chilean Peso|5034=31420|5035=262|5026=1|
5033=Chinese Yuan Renminbi|5034=31631|5035=262|5026=1|
5033=Columbian Peso|5034=31720|5035=262|5026=1|
5033=Costa Rican Colon|5034=32203|5035=262|5026=1|
5033=Cuba Peso|5034=32520|5035=262|5026=1|
5033=Cape Verde Escudo|5034=32605|5035=262|5026=1|
5033=Cyprus Pound|5034=33120|5035=262|5026=1|
5033=Czech Koruna|5034=33213|5035=262|5026=1|
5033=German Mark|5034=40515|5035=262|5026=1|
5033=Djibouti Franc|5034=41206|5035=262|5026=1|
5033=Danish Krone|5034=41313|5035=262|5026=1|
5033=Dominican Republic Peso|5034=41720|5035=262|5026=1|
5033=Algerian Dinar|5034=43204|5035=262|5026=1|
5033=Ecuadorian Sucre|5034=50323|5035=262|5026=1|
5033=Estonian Kroon|5034=50513|5035=262|5026=1|
5033=Egyptian Pound|5034=50720|5035=262|5026=1|
5033=Spanish Peseta|5034=52320|5035=262|5026=1|
5033=Ethiopian Birr|5034=52402|5035=262|5026=1|
5033=Euro*|5034=52522|5035=262|5026=1|
5033=Finnish Markka|5034=61115|5035=262|5026=1|
5033=Fiji Dollar|5034=61204|5035=262|5026=1|
5033=French Franc|5034=62206|5035=262|5026=1|
5033=British Pound*|5034=70220|5035=262|5026=1|
5033=British Pence|5034=70230|5035=262|5026=1|
5033=Ghana Cedi|5034=71003|5035=262|5026=1|
5033=Gibraltar Pound|5034=71120|5035=262|5026=1|
5033=Gambian Dalasi|5034=71504|5035=262|5026=1|
5033=Guinea Republic Franc|5034=71606|5035=262|5026=1|
5033=Greek Drachma|5034=72204|5035=262|5026=1|
5033=Guatemala Quetzal|5034=72421|5035=262|5026=1|
5033=Guinea Bissau Peso|5034=72720|5035=262|5026=1|
5033=Guyana Dollar|5034=73104|5035=262|5026=1|
5033=Hong Kong Dollar|5034=101304|5035=262|5026=1|
5033=Honduras Lempira|5034=101614|5035=262|5026=1|
5033=Croatian Kuna|5034=102213|5035=262|5026=1|
5033=Haiti Gourde|5034=102407|5035=262|5026=1|
5033=Hungarian Forint|5034=102506|5035=262|5026=1|
5033=Indonesian Rupiah|5034=110422|5035=262|5026=1|
5033=Irish Punt|5034=110520|5035=262|5026=1|
5033=Israeli Shekel|5034=111423|5035=262|5026=1|
5033=Indian Rupee|5034=111622|5035=262|5026=1|
5033=Iranian Real|5034=112222|5035=262|5026=1|
5033=Iceland Krona|5034=112313|5035=262|5026=1|
5033=Italian Lira|5034=112414|5035=262|5026=1|
5033=Jamaican Dollar|5034=121504|5035=262|5026=1|
5033=Jordanian Dinar|5034=121704|5035=262|5026=1|
5033=Japanese Yen|5034=122031|5035=262|5026=1|
5033=Kenyan Schilling|5034=130523|5035=262|5026=1|
5033=Comoros Franc|5034=131506|5035=262|5026=1|
5033=Korean Won|5034=132227|5035=262|5026=1|
5033=Kuwaiti Dinar|5034=132704|5035=262|5026=1|
5033=Cayman Islands Dollar|5034=133104|5035=262|5026=1|
5033=Laos Kip|5034=140113|5035=262|5026=1|
5033=Lebanese Pound|5034=140220|5035=262|5026=1|
5033=Sri Lankan Rupee|5034=141322|5035=262|5026=1|
5033=Liberia Dollar|5034=142204|5035=262|5026=1|
5033=Lesotho Loti|5034=142314|5035=262|5026=1|
5033=Lithuanian Litas|5034=142414|5035=262|5026=1|
5033=Luxemburg Franc|5034=142506|5035=262|5026=1|
5033=Latvia Lat|5034=142614|5035=262|5026=1|
5033=Moroccan Diham|5034=150104|5035=262|5026=1|
5033=Madagascar Franc|5034=150706|5035=262|5026=1|
5033=Myanmar Kyat|5034=151513|5035=262|5026=1|
5033=Mongolian Tugrit|5034=151624|5035=262|5026=1|
5033=Macao Pataca|5034=151720|5035=262|5026=1|
5033=Mauritanian Ouguiya|5034=152217|5035=262|5026=1|
5033=Maltese Lira|5034=152414|5035=262|5026=1|
5033=Mauritius Rupee|5034=152522|5035=262|5026=1|
5033=Maldives Rufiyan|5034=152622|5035=262|5026=1|
5033=Malawi Kwacha|5034=152713|5035=262|5026=1|
5033=Mexican Nuevo Peso|5034=153016|5035=262|5026=1|
5033=Malaysian Ringgit|5034=153122|5035=262|5026=1|
5033=Mozambique Metical|5034=153215|5035=262|5026=1|
5033=Nigerian Naira|5034=160716|5035=262|5026=1|
5033=Nicaraguan Cordoba|5034=161117|5035=262|5026=1|
5033=Dutch Guilder|5034=161407|5035=262|5026=1|
5033=Norwegian Krone|5034=161713|5035=262|5026=1|
5033=Nepal Rupee|5034=162022|5035=262|5026=1|
5033=New Zealand Dollar|5034=163204|5035=262|5026=1|
5033=Omani Rial|5034=171522|5035=262|5026=1|
5033=Panama Balboa|5034=200102|5035=262|5026=1|
5033=Peru Nuevo Sol|5034=200516|5035=262|5026=1|
5033=Papua New Guinea Kina|5034=200713|5035=262|5026=1|
5033=Philippine Peso|5034=201020|5035=262|5026=1|
5033=Pakistani Rupee|5034=201322|5035=262|5026=1|
5033=Poland Zloty|5034=201416|5035=262|5026=1|
5033=Portuguese Escudo|5034=202405|5035=262|5026=1|
5033=Paraguay Guarani|5034=203107|5035=262|5026=1|
5033=Qatari Rial|5034=210122|5035=262|5026=1|
5033=Romania Leu|5034=221714|5035=262|5026=1|
5033=Romanian New Leu|5034=221716|5035=262|5026=1|
5033=Russian Ruble|5034=222502|5035=262|5026=1|
5033=Rwanda Franc|5034=222706|5035=262|5026=1|
5033=Saudi Rial|5034=230122|5035=262|5026=1|
5033=Solomon Island Dollar|5034=230204|5035=262|5026=1|
5033=Seychelles Rupee|5034=230322|5035=262|5026=1|
5033=Sudan Dinar|5034=230404|5035=262|5026=1|
5033=Swedish Krona|5034=230513|5035=262|5026=1|
5033=Singapore Dollar|5034=230704|5035=262|5026=1|
5033=St. Helena Pound|5034=231020|5035=262|5026=1|
5033=Slovenian Tolar|5034=231124|5035=262|5026=1|
5033=Slovakian Koruna|5034=231313|5035=262|5026=1|
5033=Sierra Leone Leone|5034=231414|5035=262|5026=1|
5033=Somalia Schilling|5034=231723|5035=262|5026=1|
5033=Suriname Guilder|5034=232207|5035=262|5026=1|
5033=Sao Tome & Principe Dobra|5034=232404|5035=262|5026=1|
5033=El Salvador Colon|5034=232603|5035=262|5026=1|
5033=Syrian Pound|5034=233120|5035=262|5026=1|
5033=Swaziland Lilangeni|5034=233214|5035=262|5026=1|
5033=Thai Baht|5034=241002|5035=262|5026=1|
5033=Tunisian Dinar|5034=241604|5035=262|5026=1|
5033=Tonga Island Paanga|5034=241720|5035=262|5026=1|
5033=Turkish Lira|5034=242214|5035=262|5026=1|
5033=Trinidad & Tobago Dollar|5034=242404|5035=262|5026=1|
5033=Taiwan New Dollar|5034=242704|5035=262|5026=1|
5033=Tanzanian Schilling|5034=243223|5035=262|5026=1|
5033=Ukraine Karbovanet|5034=250110|5035=262|5026=1|
5033=Ugandan Schilling|5034=250730|5035=262|5026=1|
5033=US Dollars|5034=252304|5035=262|5026=1|
5033=US Cents|5034=252330|5035=262|5026=1|
5033=Uruguayan Peso|5034=253125|5035=262|5026=1|
5033=Venezuela Bolivar|5034=260502|5035=262|5026=1|
5033=Venezuelan Bolivar Fuente|5034=260506|5035=262|5026=1|
5033=Vietnam Dong|5034=261604|5035=262|5026=1|
5033=Vanuatu Vatu|5034=262526|5035=262|5026=1|
5033=West Samoa Tala|5034=272324|5035=262|5026=1|
5033=CFA Franc|5034=300106|5035=262|5026=1|
5033=East Caribbean Dollar|5034=300304|5035=262|5026=1|
5033=Special Drawing Rights|5034=300422|5035=262|5026=1|
5033=CFA Franc|5034=301706|5035=262|5026=1|
5033=French Pacific Island Franc|5034=302006|5035=262|5026=1|
5033=Yemen Riyal|5034=310522|5035=262|5026=1|
5033=South African Cent|5034=320103|5035=262|5026=1|
5033=South African Rand|5034=320122|5035=262|5026=1|
5033=Zambian Kwacha|5034=321513|5035=262|5026=1|
5033=Kinshasa (PDRC) Franc|5034=322216|5035=262|5026=1|
5033=Zimbabwean Dollar|5034=322704|5035=262|5026=1|
5033=1st previously issued|5034=1|5035=3202|5026=1|
5033=2nd previously issued|5034=2|5035=3202|5026=1|
5033=3rd previously issued|5034=3|5035=3202|5026=1|
5033=4th previously issued|5034=4|5035=3202|5026=1|
5033=5th previously issued|5034=5|5035=3202|5026=1|
5033=6th previously issued|5034=6|5035=3202|5026=1|
5033=7th previously issued|5034=7|5035=3202|5026=1|
5033=8th previously issued|5034=8|5035=3202|5026=1|
5033=9th previously issued|5034=9|5035=3202|5026=1|
5033=10th previously issued|5034=10|5035=3202|5026=1|
5033=11th previously issued|5034=11|5035=3202|5026=1|
5033=12th previously issued|5034=12|5035=3202|5026=1|
5033=Off the run|5034=18|5035=3202|5026=1|
5033=On the run|5034=19|5035=3202|5026=1|
5033=When issued|5034=20|5035=3202|5026=1|
5033=Bushels|5034=1|5035=3014|5026=1|
5033=Pounds|5034=2|5035=3014|5026=1|
5033=Troy Ounces|5034=3|5035=3014|5026=1|
5033=Fine Troy Ounces|5034=4|5035=3014|5026=1|
5033=Hundredweight, 100 pounds|5034=5|5035=3014|5026=1|
5033=Hundredweight, 112 pounds|5034=6|5035=3014|5026=1|
5033=Short Tons, 2240 pounds|5034=7|5035=3014|5026=1|
5033=Long Tons, 2240 pounds|5034=8|5035=3014|5026=1|
5033=Metric Tons, 2206.6 pounds|5034=9|5035=3014|5026=1|
5033=Index Points|5034=10|5035=3014|5026=1|
5033=Percent of Pay|5034=11|5035=3014|5026=1|
5033=Gallons|5034=12|5035=3014|5026=1|
5033=Board Feet|5034=13|5035=3014|5026=1|
5033=Megawatt Hours|5034=14|5035=3014|5026=1|
5033=British Thermal Units|5034=15|5035=3014|5026=1|
5033=Million British Thermal Units|5034=16|5035=3014|5026=1|
5033=Pounds Net Weight|5034=17|5035=3014|5026=1|
5033=New Zealand Dollar|5034=18|5035=3014|5026=1|
5033=US Dollars|5034=19|5035=3014|5026=1|
5033=Swiss Franc|5034=20|5035=3014|5026=1|
5033=Russian Ruble|5034=21|5035=3014|5026=1|
5033=Norwegian Krone|5034=22|5035=3014|5026=1|
5033=Australian Dollar|5034=23|5035=3014|5026=1|
5033=Brazilian Real|5034=24|5035=3014|5026=1|
5033=British Pounds|5034=25|5035=3014|5026=1|
5033=South African Rand|5034=26|5035=3014|5026=1|
5033=Mexican Peso|5034=27|5035=3014|5026=1|
5033=Euros|5034=28|5035=3014|5026=1|
5033=Euroyen|5034=29|5035=3014|5026=1|
5033=Japanese Yen|5034=30|5035=3014|5026=1|
5033=Canadian Dollar|5034=31|5035=3014|5026=1|
5033=Shares|5034=32|5035=3014|5026=1|
5033=Barrels|5034=33|5035=3014|5026=1|
5033=Counter Weight|5034=34|5035=3014|5026=1|
5033=Swedish Krona|5034=35|5035=3014|5026=1|
5033=Basis Points|5034=36|5035=3014|5026=1|
5033=Inactive Exchange starting Oct 29, 2007; was Nasdaq - Level 2|5034=9|5035=3027|5026=1|
5033=OPRA - Level 1 (Includes Composite & Regionals)|5034=12|5035=3027|5026=1|
5033=NYSE - Level 1 (Includes Composite & Regionals)|5034=13|5035=3027|5026=1|
5033=AMEX - Level 1 (Includes Composite & Regionals)|5034=14|5035=3027|5026=1|
5033=Nasdaq Level 1 (Includes Composite & Regionals)|5034=15|5035=3027|5026=1|
5033=CME (Chicago Mercantile Exchange)|5034=16|5035=3027|5026=1|
5033=COMEX (New York Commodities Exchange)|5034=18|5035=3027|5026=1|
5033=CBOT (Chicago Board of Trade)|5034=19|5035=3027|5026=1|
5033=NYBOT (New York Board of Trade)|5034=24|5035=3027|5026=1|
5033=NYMEX (New York Mercantile Exchange)|5034=26|5035=3027|5026=1|
5033=ComStock Network Time|5034=31|5035=3027|5026=1|
5033=Platts Coal Data International|5034=193|5035=3027|5026=1|
5033=Platts Coal Data U.S.|5034=194|5035=3027|5026=1|
5033=Platts North American  Natural Gas Prices Daily|5034=195|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=196|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=197|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=198|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=199|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=200|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=201|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=202|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=203|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=204|5035=3027|5026=1|
5033=Platts Inactive Exchange|5034=205|5035=3027|5026=1|
5033=Caracas Stock Exchange Level 1 (Direct)|5034=206|5035=3027|5026=1|
5033=Eurex Level 2|5034=207|5035=3027|5026=1|
5033=Virt-X Level 1|5034=208|5035=3027|5026=1|
5033=London Stock Exchange Domestic Level 2|5034=209|5035=3027|5026=1|
5033=Xetra Level 2|5034=210|5035=3027|5026=1|
5033=Xetra European Stars Level 1|5034=211|5035=3027|5026=1|
5033=Xetra US Stars Level 1|5034=212|5035=3027|5026=1|
5033=Deutsche Boerse Volatility Indices|5034=213|5035=3027|5026=1|
5033=Spanish Warrants|5034=214|5035=3027|5026=1|
5033=Spanish Stock Exchange Level 2 ( The next 5 best bids and asks )|5034=215|5035=3027|5026=1|
5033=Spanish Stock Exchange Level 1 ( Last Price )|5034=216|5035=3027|5026=1|
5033=Tokyo Level 2 JGB|5034=217|5035=3027|5026=1|
5033=Chi-X Market Data Level 2|5034=218|5035=3027|5026=1|
5033=NYSE - American Stock Exchange Regional Only|5034=225|5035=3027|5026=1|
5033=NYSE - Boston Stock Exchange Regional Only|5034=226|5035=3027|5026=1|
5033=NYSE - Cincinnati Stock Exchange Regional Only|5034=227|5035=3027|5026=1|
5033=NYSE - Chicago Stock Exchange Regional Only|5034=228|5035=3027|5026=1|
5033=NYSE - New York Stock Exchange Regional Only|5034=229|5035=3027|5026=1|
5033=NYSE - Pacific Stock Exchange Regional Only|5034=230|5035=3027|5026=1|
5033=NYSE - NASDAQ Regional Only|5034=231|5035=3027|5026=1|
5033=NYSE - CBOE Regional Only|5034=232|5035=3027|5026=1|
5033=NYSE - Philadelphia Stock Exchange Regional Only|5034=233|5035=3027|5026=1|
5033=AMEX - American Stock Exchange Regional Only|5034=234|5035=3027|5026=1|
5033=AMEX - Boston Stock Exchange Regional Only|5034=235|5035=3027|5026=1|
5033=AMEX - Cincinnati Stock Exchange Regional Only|5034=236|5035=3027|5026=1|
5033=AMEX - Chicago Stock Exchange Regional Only|5034=237|5035=3027|5026=1|
5033=AMEX - NYSE Regional Only|5034=238|5035=3027|5026=1|
5033=AMEX - NASDAQ Regional Only|5034=239|5035=3027|5026=1|
5033=AMEX - Pacific Stock Exchange Regional Only|5034=240|5035=3027|5026=1|
5033=AMEX - CBOE Regional Only|5034=241|5035=3027|5026=1|
5033=AMEX - Philadelphia Stock Exchange Regional Only|5034=242|5035=3027|5026=1|
5033=OPRA - AMEX Regional Only|5034=243|5035=3027|5026=1|
5033=Vienna Indices|5034=244|5035=3027|5026=1|
5033=OPRA - CBOE Regional Only|5034=245|5035=3027|5026=1|
5033=OPRA - ISE Regional Only|5034=246|5035=3027|5026=1|
5033=OPRA - Pacific Stock Exchange Regional Only|5034=247|5035=3027|5026=1|
5033=OPRA - Philadelphia Stock Exchange Regional Only|5034=248|5035=3027|5026=1|
5033=Nasdaq Level 2|5034=249|5035=3027|5026=1|
5033=OPRA - Boston Options Exchange Regional Only|5034=250|5035=3027|5026=1|
5033=RTS Stock Exchange - RTS|5034=257|5035=3027|5026=1|
5033=RTS Stock Exchange - Order Driven Stock Market|5034=258|5035=3027|5026=1|
5033=RTS Stock Exchange - FORTS|5034=259|5035=3027|5026=1|
5033=London Metal Exchange - Plastics Contracts|5034=260|5035=3027|5026=1|
5033=London Metal Exchange - Plastics Contracts Level 2|5034=261|5035=3027|5026=1|
5033=ICAP: FX Currency Options|5034=262|5035=3027|5026=1|
5033=ICAP Commodities|5034=263|5035=3027|5026=1|
5033=Tokyo Commodities Exchange|5034=264|5035=3027|5026=1|
5033=Tokyo Grain Exchange|5034=265|5035=3027|5026=1|
5033=Tel Aviv Stock Exchange|5034=266|5035=3027|5026=1|
5033=Intercontinental Exchange (ICE) Level 2|5034=267|5035=3027|5026=1|
5033=Euronext Continental Commodities Level2|5034=268|5035=3027|5026=1|
5033=Dow Jones Energy|5034=269|5035=3027|5026=1|
5033=PLUS Markets classed as liquid by CESR traded off exchange Level 1|5034=270|5035=3027|5026=1|
5033=Dubai Mercantile Exchange|5034=271|5035=3027|5026=1|
5033=GTIS Service: Select FX (Asian Pacific) Streaming|5034=272|5035=3027|5026=1|
5033=GTIS Service: Select FX (Asia Pacific) Snapshot|5034=273|5035=3027|5026=1|
5033=PBOT Indices|5034=274|5035=3027|5026=1|
5033=Hang Seng Indices|5034=275|5035=3027|5026=1|
5033=ICAP: US TReasuries|5034=276|5035=3027|5026=1|
5033=New Zealand Exchange : Market Data Level 2|5034=277|5035=3027|5026=1|
5033=Borsa Italiana: STS Module (electronic and gov bonds market) Level 2|5034=278|5035=3027|5026=1|
5033=Osaka Level Based Depth|5034=279|5035=3027|5026=1|
5033=Hercules|5034=280|5035=3027|5026=1|
5033=Hercules Level Based Depth|5034=281|5035=3027|5026=1|
5033=Conticap|5034=282|5035=3027|5026=1|
5033=Deutsche Boerse MiFID OTC Trades|5034=289|5035=3027|5026=1|
5033=JASDAQ : Market Data Level 2|5034=291|5035=3027|5026=1|
5033=Euronext OTC Market|5034=292|5035=3027|5026=1|
5033=Vienna OTC|5034=294|5035=3027|5026=1|
5033=BOAT Market Data Level 1|5034=295|5035=3027|5026=1|
5033=Inactive Exchange|5034=296|5035=3027|5026=1|
5033=Inactive Exchange|5034=297|5035=3027|5026=1|
5033=Inactive Exchange|5034=298|5035=3027|5026=1|
5033=Dubai Gold and Commodities Exchange|5034=299|5035=3027|5026=1|
5033=Inactive Exchange|5034=300|5035=3027|5026=1|
5033=Inactive Exchange|5034=301|5035=3027|5026=1|
5033=ICAP: Interest Rate Swaps (Asia Pacific)|5034=302|5035=3027|5026=1|
5033=ICAP: Interest Rate Swaps * IR Options (USA)|5034=303|5035=3027|5026=1|
5033=ICAP: Fixed Income (Asia Pacific)|5034=304|5035=3027|5026=1|
5033=OPRA - Nasdaq Regional|5034=305|5035=3027|5026=1|
5033=Chicago Board of Trade: E-Mini Contracts Level 1|5034=313|5035=3027|5026=1|
5033=OMX Nordic Exchange Baltic Equities & Fixed Income Level 2|5034=314|5035=3027|5026=1|
5033=NASDAQ: Last Sale Feed - NASDAQ Issues|5034=321|5035=3027|5026=1|
5033=NASDAQ: Last Sale Feed - NYSE/AMEX Issues|5034=322|5035=3027|5026=1|
5033=Eurex US Level 1|5034=323|5035=3027|5026=1|
5033=Eurex US Level 2|5034=324|5035=3027|5026=1|
5033=ARCA ECN Level 1|5034=325|5035=3027|5026=1|
5033=ARCA ECN Level 2|5034=326|5035=3027|5026=1|
5033=NYSE Open Book Level 1|5034=327|5035=3027|5026=1|
5033=NYSE Open Book Level 2|5034=328|5035=3027|5026=1|
5033=OneChicago|5034=329|5035=3027|5026=1|
5033=Nasdaq Single Book Exchange (Level 2)|5034=330|5035=3027|5026=1|
5033=ICAP: FX Spot and Forwards|5034=331|5035=3027|5026=1|
5033=ICAP Interest Rate Options|5034=332|5035=3027|5026=1|
5033=NASD ADF (Alternative Display Facility)|5034=333|5035=3027|5026=1|
5033=National Stock Exchange of India - Wholesale Debt Market|5034=334|5035=3027|5026=1|
5033=BOAT Market Data Level 2|5034=335|5035=3027|5026=1|
5033=Malaysia Derivatives Exchange (NON-KLI)|5034=336|5035=3027|5026=1|
5033=Nasdaq Money Markets|5034=337|5035=3027|5026=1|
5033=Nasdaq Mutual Funds|5034=338|5035=3027|5026=1|
5033=Nasdaq Unit Investment Trusts (UIT)|5034=339|5035=3027|5026=1|
5033=AMEX Indices|5034=340|5035=3027|5026=1|
5033=CBOE Indices|5034=341|5035=3027|5026=1|
5033=CME Indices|5034=342|5035=3027|5026=1|
5033=Dow Jones Indices|5034=343|5035=3027|5026=1|
5033=NYSE Indices|5034=344|5035=3027|5026=1|
5033=Nasdaq Indices|5034=345|5035=3027|5026=1|
5033=S&P Indices (CME Sourced)|5034=346|5035=3027|5026=1|
5033=Nagoya Stock Exchange|5034=353|5035=3027|5026=1|
5033=Nikkei Indices|5034=354|5035=3027|5026=1|
5033=Osaka Stock Exchange|5034=355|5035=3027|5026=1|
5033=Core Euronext Indices (CAC40, AEX, AMX, BELevel 20, Euronext100 and Next 150)|5034=356|5035=3027|5026=1|
5033=German Stock Exchange - Neuer Market Equities|5034=357|5035=3027|5026=1|
5033=S&P Forex - HSBC, CMC, SE(SIX) and Citibank|5034=358|5035=3027|5026=1|
5033=Inactive Exchange starting Oct 3, 2007; was SURF Swap Markers|5034=359|5035=3027|5026=1|
5033=OPRA Foreign Currency Options (FCO)|5034=360|5035=3027|5026=1|
5033=NASDAQ Other OTC issues|5034=361|5035=3027|5026=1|
5033=NYBOT Special Indices|5034=362|5035=3027|5026=1|
5033=NASDAQ OTC Bulletin Board|5034=363|5035=3027|5026=1|
5033=CME eMini|5034=364|5035=3027|5026=1|
5033=Montreal Stock Exchange|5034=365|5035=3027|5026=1|
5033=Montreal Options|5034=366|5035=3027|5026=1|
5033=CBOT - ECBOT Depth|5034=367|5035=3027|5026=1|
5033=Spanish Regional Exchanges|5034=368|5035=3027|5026=1|
5033=MEFF RF - Financial Derivatives|5034=369|5035=3027|5026=1|
5033=MEFF RV - Equity Derivatives|5034=370|5035=3027|5026=1|
5033=Toronto Stock Exchange Level 2|5034=371|5035=3027|5026=1|
5033=Toronto Stock Exchange Level 1|5034=372|5035=3027|5026=1|
5033=Tokyo Stock Exchange|5034=373|5035=3027|5026=1|
5033=TSX Venture Exchange|5034=374|5035=3027|5026=1|
5033=TSX Venture Exchange Level 2|5034=375|5035=3027|5026=1|
5033=Korean Stock Exchange Level 2|5034=376|5035=3027|5026=1|
5033=KOSDAQ Level 2|5034=377|5035=3027|5026=1|
5033=Street Software|5034=378|5035=3027|5026=1|
5033=AMEX - Composite Only|5034=545|5035=3027|5026=1|
5033=Nasdaq - Boston Stock Exchange Regional Only|5034=546|5035=3027|5026=1|
5033=Nasdaq - Cincinnati Stock Exchange Regional Only|5034=547|5035=3027|5026=1|
5033=Nasdaq - American Stock Exchange Regional Only|5034=548|5035=3027|5026=1|
5033=Nasdaq - Chicago Stock Exchange Regional Only|5034=549|5035=3027|5026=1|
5033=Nasdaq - New York Stock Exchange Regional Only|5034=550|5035=3027|5026=1|
5033=Nasdaq - Pacific Stock Exchange Regional Only (ArcaEx)|5034=551|5035=3027|5026=1|
5033=Nasdaq - Nasdaq Regional Only|5034=552|5035=3027|5026=1|
5033=Nasdaq - Philadelphia Stock Exchange Regional Only|5034=553|5035=3027|5026=1|
5033=Nasdaq - ADF Regional Only|5034=554|5035=3027|5026=1|
5033=NASDAQ: Market Velocity and Forces|5034=555|5035=3027|5026=1|
5033=Nasdaq - Chicago Board Options Exchange|5034=556|5035=3027|5026=1|
5033=Nasdaq - International Securities Exchange|5034=557|5035=3027|5026=1|
5033=NYSE - Composite Only|5034=558|5035=3027|5026=1|
5033=OPRA - Composite Only|5034=559|5035=3027|5026=1|
5033=Amex -- Nasd Split|5034=560|5035=3027|5026=1|
5033=Amex -- International Securities Exchange|5034=561|5035=3027|5026=1|
5033=NYSE -- Nasd Split|5034=562|5035=3027|5026=1|
5033=NYSE-- International Securities Exchange|5034=563|5035=3027|5026=1|
5033=Nasdaq - Composite Only|5034=564|5035=3027|5026=1|
5033=Candeal.ca Inc|5034=565|5035=3027|5026=1|
5033=Jakarta  Stock Exchange|5034=566|5035=3027|5026=1|
5033=Philippine Stock Exchange (PSE)|5034=567|5035=3027|5026=1|
5033=AMEX Bond Guide - S&P Fundamentals|5034=568|5035=3027|5026=1|
5033=NYSE Corporate Bond Guide - S&P Fundamentals|5034=569|5035=3027|5026=1|
5033=Inactive Exchange starting Oct 29, 2007; was NYMEX OTC|5034=570|5035=3027|5026=1|
5033=Singapore Exchange (SGX) Equities Market Level 2|5034=641|5035=3027|5026=1|
5033=Euronext Equities & Index Derivatives Level 2 (BBO 10)|5034=642|5035=3027|5026=1|
5033=Euronext Interest Rate Futures and Options Level 2 (BBO 10)|5034=643|5035=3027|5026=1|
5033=Vienna Derivatives Market Level 2|5034=644|5035=3027|5026=1|
5033=Prague Stock Exchange|5034=645|5035=3027|5026=1|
5033=London Stock Exchange UK Equity Market Service Level 1 Plus|5034=646|5035=3027|5026=1|
5033=London Stock Exchange International Equity Market Service Level 1 Plus|5034=647|5035=3027|5026=1|
